Symbol,Entry Date,Exit Date,Quantity,Buy Value,Sell Value,Actualised Profit,Buy Price Per Unit,Sell Price Per Unit,Buy Condition 50 DMA,Buy Condition 200 DMA,Entry 50 DMA Value,Entry 200 DMA Value,DMA Diff on Entry,Sell Condition 50 DMA,Sell Condition 200 DMA,Exit 50 DMA Value,Exit 200 DMA Value,DMA Diff on Exit,Buy Verdict,Current Price,Price Change Since Sell,Sell Verdict,Opportunity Cost/Gain,Actualised Profit (Formatted),Entry FY,Exit FY
NCC,2024-05-02,2024-10-22,12,2876.4,3492.0,615.6,239.70000000000002,291.0,+0.80%,+33.74%,240.46,181.24,+32.67%,-6.32%,+6.36%,308.29,271.54,+13.54%,Good call,213.5500030517578,-26.62%,Good call,-929.40,615.60,FY 2024-25,FY 2024-25
BHARTIARTL,2024-05-03,2024-05-15,1,1272.95,1283.75,10.8,1272.95,1283.75,+5.22%,+24.46%,1197.28,1012.22,+18.28%,+5.69%,+25.62%,1222.33,1028.41,+18.86%,Good call,2080.10009765625,62.03%,Wrong early sell,796.35,10.80,FY 2024-25,FY 2024-25
INDHOTEL,2024-05-03,2024-08-13,15,8579.25,9217.5,638.25,571.95,614.5,-1.69%,+22.96%,576.96,461.32,+25.07%,-0.07%,+15.19%,609.36,528.66,+15.26%,Good call,746.5499877929688,21.49%,Wrong early sell,"1,980.75",638.25,FY 2024-25,FY 2024-25
NCC,2024-05-03,2024-10-22,20,4904.0,5820.0,916.0,245.2,291.0,+0.13%,+32.66%,240.89,181.83,+32.48%,-6.32%,+6.36%,308.29,271.54,+13.54%,Good call,213.5500030517578,-26.62%,Good call,"-1,549.00",916.00,FY 2024-25,FY 2024-25
ANANTRAJ,2024-05-03,2024-10-25,1,353.2,665.0,311.8,353.2,665.0,+6.59%,+31.42%,334.46,271.27,+23.30%,-1.56%,+44.66%,670.29,456.12,+46.95%,Good call,630.75,-5.15%,Good call,-34.25,311.80,FY 2024-25,FY 2024-25
JSFB,2024-05-06,2024-05-08,1,623.55,653.5,29.95,623.55,653.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-30.59%,Good call,-199.90,29.95,FY 2024-25,FY 2024-25
JSFB,2024-05-06,2024-05-08,3,1870.65,1959.15,88.5,623.5500000000001,653.0500000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-30.54%,Good call,-598.35,88.50,FY 2024-25,FY 2024-25
JSFB,2024-05-06,2024-05-08,6,3741.6,3918.3,176.7,623.6,653.0500000000001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,453.6000061035156,-30.54%,Good call,"-1,196.70",176.70,FY 2024-25,FY 2024-25
ADANIENT,2024-05-06,2024-07-05,1,2887.25,3134.0,246.75,2887.25,3134.0,-8.94%,+4.51%,3153.89,2748.09,+14.77%,+0.27%,+8.84%,3137.97,2890.66,+8.56%,Good call,2492.800048828125,-20.46%,Good call,-641.20,246.75,FY 2024-25,FY 2024-25
TITAN,2024-05-06,2024-07-08,1,3367.05,3137.55,-229.5,3367.05,3137.55,-10.32%,-4.07%,3634.71,3397.93,+6.97%,-6.50%,-9.25%,3365.58,3467.57,-2.94%,Bad call,3739.800048828125,19.19%,Wrong early sell,602.25,-229.50,FY 2024-25,FY 2024-25
FCL,2024-05-06,2024-08-13,10,3663.0,3572.0,-91.0,366.3,357.2,-5.80%,+7.37%,383.67,336.59,+13.99%,-5.50%,-2.90%,368.99,359.11,+2.75%,Bad call,254.00999450683594,-28.89%,Good call,"-1,031.90",-91.00,FY 2024-25,FY 2024-25
LT,2024-05-06,2024-08-26,1,3460.95,3646.5,185.55,3460.95,3646.5,-3.71%,+8.58%,3535.57,3135.62,+12.76%,+0.72%,+4.87%,3582.47,3440.66,+4.12%,Good call,3923.800048828125,7.60%,Wrong early sell,277.30,185.55,FY 2024-25,FY 2024-25
CANBK,2024-05-06,2024-09-03,30,3567.6,3349.5,-218.1,118.92,111.65,+0.96%,+32.91%,110.19,83.70,+31.64%,-1.41%,+5.90%,109.11,101.57,+7.42%,Bad call,129.1300048828125,15.66%,Wrong early sell,524.40,-218.10,FY 2024-25,FY 2024-25
CANBK,2024-05-06,2024-09-03,120,14270.4,13398.0,-872.4,118.92,111.65,+0.96%,+32.91%,110.19,83.70,+31.64%,-1.41%,+5.90%,109.11,101.57,+7.42%,Bad call,129.1300048828125,15.66%,Wrong early sell,"2,097.60",-872.40,FY 2024-25,FY 2024-25
CANBK,2024-05-06,2024-09-03,30,3556.8,3349.5,-207.3,118.56,111.65,+0.96%,+32.91%,110.19,83.70,+31.64%,-1.41%,+5.90%,109.11,101.57,+7.42%,Bad call,129.1300048828125,15.66%,Wrong early sell,524.40,-207.30,FY 2024-25,FY 2024-25
CANBK,2024-05-06,2024-09-03,120,14227.2,13398.0,-829.2,118.56,111.65,+0.96%,+32.91%,110.19,83.70,+31.64%,-1.41%,+5.90%,109.11,101.57,+7.42%,Bad call,129.1300048828125,15.66%,Wrong early sell,"2,097.60",-829.20,FY 2024-25,FY 2024-25
ELECON,2024-05-06,2024-10-22,5,2702.875,2877.25,174.375,540.575,575.45,+6.39%,+17.03%,495.22,450.19,+10.00%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-88.25,174.38,FY 2024-25,FY 2024-25
ELECON,2024-05-06,2024-10-22,5,2702.875,2877.25,174.375,540.575,575.45,+6.39%,+17.03%,495.22,450.19,+10.00%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-88.25,174.38,FY 2024-25,FY 2024-25
KPTI,2024-05-07,2024-05-09,10,8500.0,8717.5,217.5,850.0,871.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,217.50,FY 2024-25,FY 2024-25
EASEMYTRIP,2024-05-07,2024-07-08,9,401.4,372.78,-28.62,44.599999999999994,41.419999999999995,-3.28%,+3.26%,22.90,21.45,+6.75%,-4.66%,-4.87%,21.62,21.67,-0.22%,Bad call,7.980000019073486,-80.73%,Good call,-300.96,-28.62,FY 2024-25,FY 2024-25
EASEMYTRIP,2024-05-07,2024-07-08,100,4478.0,4142.0,-336.0,44.78,41.42,-3.28%,+3.26%,22.90,21.45,+6.75%,-4.66%,-4.87%,21.62,21.67,-0.22%,Bad call,7.980000019073486,-80.73%,Good call,"-3,344.00",-336.00,FY 2024-25,FY 2024-25
BBL,2024-05-07,2024-07-19,4,12564.0,17324.0,4760.0,3141.0,4331.0,+4.17%,+37.23%,2970.44,2254.94,+31.73%,-2.42%,+49.39%,4436.65,2897.95,+53.10%,Good call,3025.199951171875,-30.15%,Good call,"-5,223.20","4,760.00",FY 2024-25,FY 2024-25
BBL,2024-05-07,2024-07-19,1,3141.95,4331.0,1189.05,3141.95,4331.0,+4.17%,+37.23%,2970.44,2254.94,+31.73%,-2.42%,+49.39%,4436.65,2897.95,+53.10%,Good call,3025.199951171875,-30.15%,Good call,"-1,305.80","1,189.05",FY 2024-25,FY 2024-25
ADANIGREEN,2024-05-07,2024-08-12,10,17243.0,17990.0,747.0,1724.3,1799.0,-7.43%,+25.61%,1864.49,1374.11,+35.69%,+0.15%,+9.51%,1795.65,1642.14,+9.35%,Good call,1017.0999755859375,-43.46%,Good call,"-7,819.00",747.00,FY 2024-25,FY 2024-25
POONAWALLA,2024-05-07,2024-08-26,20,9404.0,8133.0,-1271.0,470.2,406.65,-0.86%,+10.37%,475.66,427.26,+11.33%,+2.62%,-6.95%,396.07,436.79,-9.32%,Bad call,490.3999938964844,20.60%,Wrong early sell,"1,675.00","-1,271.00",FY 2024-25,FY 2024-25
PRESTIGE,2024-05-07,2024-10-03,10,14350.0,17540.0,3190.0,1435.0,1754.0,+20.05%,+54.24%,1222.40,951.45,+28.48%,-2.20%,+17.30%,1793.27,1495.15,+19.94%,Good call,1780.0,1.48%,Wrong early sell,260.00,"3,190.00",FY 2024-25,FY 2024-25
BEL,2024-05-07,2024-10-03,1,229.35,281.45,52.1,229.35,281.45,+6.19%,+37.40%,211.89,163.76,+29.39%,-5.70%,+13.13%,293.23,244.43,+19.97%,Good call,415.1499938964844,47.50%,Wrong early sell,133.70,52.10,FY 2024-25,FY 2024-25
SAFARI,2024-05-07,2024-10-07,2,3966.7,4810.1,843.4,1983.35,2405.05,+1.51%,+2.04%,1939.71,1929.64,+0.52%,+1.57%,+15.00%,2368.23,2091.51,+13.23%,Good call,2150.0,-10.60%,Good call,-510.10,843.40,FY 2024-25,FY 2024-25
SAFARI,2024-05-07,2024-10-07,1,1983.35,2404.65,421.3,1983.35,2404.65,+1.51%,+2.04%,1939.71,1929.64,+0.52%,+1.57%,+15.00%,2368.23,2091.51,+13.23%,Good call,2150.0,-10.59%,Good call,-254.65,421.30,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,5,2590.25,2877.25,287.0,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-88.25,287.00,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,5,2590.25,2877.25,287.0,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-88.25,287.00,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,1,518.05,575.45,57.4,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-17.65,57.40,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,1,518.05,575.45,57.4,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-17.65,57.40,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,1,518.05,575.45,57.4,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-17.65,57.40,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,1,518.05,575.45,57.4,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-17.65,57.40,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,13,6734.65,7480.85,746.2,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-229.45,746.20,FY 2024-25,FY 2024-25
ELECON,2024-05-07,2024-10-22,13,6734.65,7480.85,746.2,518.05,575.45,+4.62%,+14.87%,495.21,450.99,+9.80%,-8.04%,+3.21%,637.85,568.29,+12.24%,Good call,557.7999877929688,-3.07%,Good call,-229.45,746.20,FY 2024-25,FY 2024-25
ETERNAL,2024-05-07,2024-10-24,16,3021.6,4073.6,1052.0,188.85,254.6,+8.60%,+49.82%,176.29,127.78,+37.96%,-5.21%,+25.28%,268.27,202.99,+32.16%,Good call,333.70001220703125,31.07%,Wrong early sell,"1,265.60","1,052.00",FY 2024-25,FY 2024-25
ETERNAL,2024-05-07,2024-10-24,34,6420.9,8656.4,2235.5,188.85,254.6,+8.60%,+49.82%,176.29,127.78,+37.96%,-5.21%,+25.28%,268.27,202.99,+32.16%,Good call,333.70001220703125,31.07%,Wrong early sell,"2,689.40","2,235.50",FY 2024-25,FY 2024-25
ETERNAL,2024-05-07,2024-10-24,100,18320.0,25460.0,7140.0,183.2,254.6,+8.60%,+49.82%,176.29,127.78,+37.96%,-5.21%,+25.28%,268.27,202.99,+32.16%,Good call,333.70001220703125,31.07%,Wrong early sell,"7,910.00","7,140.00",FY 2024-25,FY 2024-25
ANANTRAJ,2024-05-07,2024-10-25,17,6068.15,11305.0,5236.85,356.95,665.0,+6.82%,+31.02%,334.96,273.08,+22.66%,-1.56%,+44.66%,670.29,456.12,+46.95%,Good call,630.75,-5.15%,Good call,-582.25,"5,236.85",FY 2024-25,FY 2024-25
ANANTRAJ,2024-05-07,2024-10-25,3,1070.85,1995.0,924.15,356.95,665.0,+6.82%,+31.02%,334.96,273.08,+22.66%,-1.56%,+44.66%,670.29,456.12,+46.95%,Good call,630.75,-5.15%,Good call,-102.75,924.15,FY 2024-25,FY 2024-25
ANANTRAJ,2024-05-07,2024-10-25,11,3897.85,7315.0,3417.15,354.34999999999997,665.0,+6.82%,+31.02%,334.96,273.08,+22.66%,-1.56%,+44.66%,670.29,456.12,+46.95%,Good call,630.75,-5.15%,Good call,-376.75,"3,417.15",FY 2024-25,FY 2024-25
ANANTRAJ,2024-05-07,2024-10-25,1,354.5,665.0,310.5,354.5,665.0,+6.82%,+31.02%,334.96,273.08,+22.66%,-1.56%,+44.66%,670.29,456.12,+46.95%,Good call,630.75,-5.15%,Good call,-34.25,310.50,FY 2024-25,FY 2024-25
ANANTRAJ,2024-05-07,2024-10-25,8,2836.4,5320.0,2483.6,354.55,665.0,+6.82%,+31.02%,334.96,273.08,+22.66%,-1.56%,+44.66%,670.29,456.12,+46.95%,Good call,630.75,-5.15%,Good call,-274.00,"2,483.60",FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,2,62.76,50.08,-12.68,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-48.20,-12.68,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,30,941.4,751.2,-190.2,31.38,25.040000000000003,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-723.00,-190.20,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,2,62.76,50.08,-12.68,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-48.20,-12.68,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,1,31.38,25.04,-6.34,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-24.10,-6.34,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,2,62.76,50.08,-12.68,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-48.20,-12.68,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,100,3138.0,2504.0,-634.0,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,"-2,410.00",-634.00,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,99,3106.62,2478.96,-627.66,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,"-2,385.90",-627.66,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,2,62.76,50.08,-12.68,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-48.20,-12.68,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,5,156.9,125.2,-31.7,31.380000000000003,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-120.50,-31.70,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,2,62.76,50.08,-12.68,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-48.20,-12.68,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,4,125.52,100.16,-25.36,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-96.40,-25.36,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,10,313.8,250.4,-63.4,31.380000000000003,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-241.00,-63.40,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,12,376.56,300.48,-76.08,31.38,25.040000000000003,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-289.20,-76.08,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,36,1129.68,901.44,-228.24,31.380000000000003,25.040000000000003,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-867.60,-228.24,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,9,282.42,225.36,-57.06,31.380000000000003,25.040000000000003,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-216.90,-57.06,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,8,251.04,200.32,-50.72,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-192.80,-50.72,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,1,31.38,25.04,-6.34,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-24.10,-6.34,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,25,784.5,626.0,-158.5,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-602.50,-158.50,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,6,188.28,150.24,-38.04,31.38,25.040000000000003,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-144.60,-38.04,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,100,3138.0,2504.0,-634.0,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,"-2,410.00",-634.00,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,15,470.7,375.6,-95.1,31.38,25.040000000000003,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,-361.50,-95.10,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,50,1569.0,1252.0,-317.0,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,"-1,205.00",-317.00,FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-13,579,18169.02,14498.16,-3670.86,31.38,25.04,-34.07%,-20.02%,7.37,6.08,+21.30%,-41.02%,-31.68%,7.08,6.11,+15.83%,Bad call,0.9399999976158142,-96.25%,Good call,"-13,953.90","-3,670.86",FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-23,400,12552.0,8132.0,-4420.0,31.38,20.33,-34.07%,-20.02%,7.37,6.08,+21.30%,-46.75%,-45.05%,6.36,6.17,+3.18%,Bad call,0.9399999976158142,-95.38%,Good call,"-7,756.00","-4,420.00",FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-23,500,15050.0,10165.0,-4885.0,30.1,20.33,-34.07%,-20.02%,7.37,6.08,+21.30%,-46.75%,-45.05%,6.36,6.17,+3.18%,Bad call,0.9399999976158142,-95.38%,Good call,"-9,695.00","-4,885.00",FY 2024-25,FY 2024-25
GUJTLRM,2024-05-08,2024-05-23,100,2977.0,2033.0,-944.0,29.77,20.33,-34.07%,-20.02%,7.37,6.08,+21.30%,-46.75%,-45.05%,6.36,6.17,+3.18%,Bad call,0.9399999976158142,-95.38%,Good call,"-1,939.00",-944.00,FY 2024-25,FY 2024-25
PIIND,2024-05-08,2024-07-05,1,3487.0,3790.4,303.4,3487.0,3790.4,-5.39%,-1.99%,3696.70,3568.21,+3.60%,+3.28%,+5.53%,3644.74,3567.12,+2.18%,Good call,3610.0,-4.76%,Good call,-180.40,303.40,FY 2024-25,FY 2024-25
CANBK,2024-05-08,2024-09-03,20,2224.6,2233.0,8.4,111.22999999999999,111.65,-4.83%,+24.59%,110.16,84.15,+30.92%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,349.60,8.40,FY 2024-25,FY 2024-25
CANBK,2024-05-08,2024-09-03,80,8898.4,8932.0,33.6,111.22999999999999,111.65,-4.83%,+24.59%,110.16,84.15,+30.92%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,"1,398.40",33.60,FY 2024-25,FY 2024-25
KEI,2024-05-08,2024-10-07,2,7483.7,8354.7,871.0,3741.85,4177.35,+6.45%,+27.10%,3541.26,2965.94,+19.40%,-5.93%,+6.09%,4362.57,3868.39,+12.77%,Good call,4084.800048828125,-2.22%,Good call,-185.10,871.00,FY 2024-25,FY 2024-25
KPIGREEN,2024-05-09,2024-05-22,3,5582.1,5696.25,114.15,1860.7,1898.75,+7.74%,+84.46%,574.49,335.55,+71.21%,+7.58%,+77.41%,582.78,353.38,+64.91%,Good call,522.2000122070312,-72.50%,Good call,"-4,129.65",114.15,FY 2024-25,FY 2024-25
BAJFINANCE,2024-05-09,2024-07-08,1,6603.15,7070.65,467.5,6603.15,7070.65,-3.48%,-8.53%,676.71,714.06,-5.23%,+2.37%,-0.46%,689.15,708.71,-2.76%,Good call,1084.4000244140625,-84.66%,Good call,"-5,986.25",467.50,FY 2024-25,FY 2024-25
FCL,2024-05-09,2024-08-13,30,10384.5,10716.0,331.5,346.15,357.2,-9.62%,+1.36%,378.77,337.76,+12.14%,-5.50%,-2.90%,368.99,359.11,+2.75%,Good call,254.00999450683594,-28.89%,Good call,"-3,095.70",331.50,FY 2024-25,FY 2024-25
INDHOTEL,2024-05-09,2024-08-13,30,16681.5,18435.0,1753.5,556.05,614.5,-5.34%,+17.77%,578.27,464.78,+24.42%,-0.07%,+15.19%,609.36,528.66,+15.26%,Good call,746.5499877929688,21.49%,Wrong early sell,"3,961.50","1,753.50",FY 2024-25,FY 2024-25
INDHOTEL,2024-05-09,2024-08-13,2,1109.7,1229.0,119.3,554.85,614.5,-5.34%,+17.77%,578.27,464.78,+24.42%,-0.07%,+15.19%,609.36,528.66,+15.26%,Good call,746.5499877929688,21.49%,Wrong early sell,264.10,119.30,FY 2024-25,FY 2024-25
INDHOTEL,2024-05-09,2024-08-13,28,15537.2,17206.0,1668.8,554.9,614.5,-5.34%,+17.77%,578.27,464.78,+24.42%,-0.07%,+15.19%,609.36,528.66,+15.26%,Good call,746.5499877929688,21.49%,Wrong early sell,"3,697.40","1,668.80",FY 2024-25,FY 2024-25
MOTILALOFS,2024-05-09,2024-08-16,2,4501.8,1249.3,-3252.5,2250.9,624.65,+13.19%,-28.12%,471.44,742.38,-36.50%,+3.69%,-4.90%,596.35,650.18,-8.28%,Bad call,1058.9000244140625,69.52%,Wrong early sell,868.50,"-3,252.50",FY 2024-25,FY 2024-25
LT,2024-05-09,2024-08-26,1,3324.5,3646.5,322.0,3324.5,3646.5,-9.03%,+2.22%,3539.45,3149.84,+12.37%,+0.72%,+4.87%,3582.47,3440.66,+4.12%,Good call,3923.800048828125,7.60%,Wrong early sell,277.30,322.00,FY 2024-25,FY 2024-25
LT,2024-05-09,2024-08-26,1,3272.1,3646.5,374.4,3272.1,3646.5,-9.03%,+2.22%,3539.45,3149.84,+12.37%,+0.72%,+4.87%,3582.47,3440.66,+4.12%,Good call,3923.800048828125,7.60%,Wrong early sell,277.30,374.40,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,5,553.25,558.25,5.0,110.65,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,87.40,5.00,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,15,1660.05,1674.75,14.7,110.67,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,262.20,14.70,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,20,2213.0,2233.0,20.0,110.65,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,349.60,20.00,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,60,6640.2,6699.0,58.8,110.67,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,"1,048.80",58.80,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,1,110.66,111.65,0.99,110.66,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,17.48,0.99,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,1,110.66,111.65,0.99,110.66,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,17.48,0.99,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,1,110.66,111.65,0.99,110.66,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,17.48,0.99,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,1,110.66,111.65,0.99,110.66,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,17.48,0.99,FY 2024-25,FY 2024-25
CANBK,2024-05-09,2024-09-03,1,110.66,111.65,0.99,110.66,111.65,-6.85%,+21.56%,110.08,84.36,+30.49%,-1.41%,+5.90%,109.11,101.57,+7.42%,Good call,129.1300048828125,15.66%,Wrong early sell,17.48,0.99,FY 2024-25,FY 2024-25
