Symbol,Entry Date,Exit Date,Quantity,Buy Value,Sell Value,Actualised Profit,Buy Price Per Unit,Sell Price Per Unit,Buy Condition 50 DMA,Buy Condition 200 DMA,Entry 50 DMA Value,Entry 200 DMA Value,DMA Diff on Entry,Sell Condition 50 DMA,Sell Condition 200 DMA,Exit 50 DMA Value,Exit 200 DMA Value,DMA Diff on Exit,Buy Verdict,Current Price,Price Change Since Sell,Sell Verdict,Opportunity Cost/Gain,Actualised Profit (Formatted),Entry FY,Exit FY
SIYSIL,2023-11-10,2024-06-05,1,528.75,438.9,-89.85,528.75,438.9,-5.24%,+1.12%,533.54,499.96,+6.72%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.87%,Wrong early sell,289.10,-89.85,FY 2023-24,FY 2024-25
SIYSIL,2023-11-10,2024-06-05,1,528.75,438.9,-89.85,528.75,438.9,-5.24%,+1.12%,533.54,499.96,+6.72%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.87%,Wrong early sell,289.10,-89.85,FY 2023-24,FY 2024-25
SIYSIL,2023-11-10,2024-06-05,1,528.75,438.9,-89.85,528.75,438.9,-5.24%,+1.12%,533.54,499.96,+6.72%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.87%,Wrong early sell,289.10,-89.85,FY 2023-24,FY 2024-25
SIYSIL,2023-11-10,2024-06-05,3,1586.25,1316.7,-269.55,528.75,438.90000000000003,-5.24%,+1.12%,533.54,499.96,+6.72%,-4.63%,-14.71%,447.99,500.90,-10.56%,Bad call,728.0,65.87%,Wrong early sell,867.30,-269.55,FY 2023-24,FY 2024-25
SIEMENS,2023-11-15,2024-10-24,2,6975.4,13709.5,6734.1,3487.7,6854.75,-2.96%,-0.84%,2098.74,2053.89,+2.18%,-3.49%,+11.08%,4150.60,3606.05,+15.10%,Good call,3155.60009765625,-53.96%,Good call,"-7,398.30","6,734.10",FY 2023-24,FY 2024-25
SIEMENS,2023-11-15,2024-10-24,8,27904.0,54838.0,26934.0,3488.0,6854.75,-2.96%,-0.84%,2098.74,2053.89,+2.18%,-3.49%,+11.08%,4150.60,3606.05,+15.10%,Good call,3155.60009765625,-53.96%,Good call,"-29,593.20","26,934.00",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,1,445.775,696.6,250.825,445.775,696.6,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.93%,Good call,-138.80,250.82,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,1,445.775,696.3,250.525,445.775,696.3,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-138.50,250.53,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,1,445.775,696.3,250.525,445.775,696.3,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-138.50,250.53,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,22,9807.6,15318.6,5511.0,445.8,696.3000000000001,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,"-3,047.00","5,511.00",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,4,1783.5,2785.2,1001.7,445.875,696.3,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-554.00,"1,001.70",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,7,3121.125,4873.75,1752.625,445.875,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-969.15,"1,752.62",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,5,2229.5,3481.25,1251.75,445.9,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-692.25,"1,251.75",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,3,1337.7,2088.75,751.05,445.90000000000003,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-415.35,751.05,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,6,2675.4,4177.5,1502.1,445.90000000000003,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-830.70,"1,502.10",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,1,445.925,696.25,250.325,445.925,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-138.45,250.32,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,3,1337.325,2088.75,751.425,445.77500000000003,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-415.35,751.42,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,22,9807.6,15317.5,5509.9,445.8,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,"-3,045.90","5,509.90",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,8,3567.0,5570.0,2003.0,445.875,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,"-1,107.60","2,003.00",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,3,1337.625,2088.75,751.125,445.875,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,-415.35,751.12,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-03,13,5796.7,9051.25,3254.55,445.9,696.25,+8.71%,+44.04%,405.61,306.11,+32.50%,+10.32%,+23.83%,622.78,554.83,+12.25%,Good call,557.7999877929688,-19.89%,Good call,"-1,799.85","3,254.55",FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-21,1,445.9,590.2,144.3,445.9,590.2,+8.71%,+44.04%,405.61,306.11,+32.50%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,144.30,FY 2023-24,FY 2024-25
ELECON,2023-11-17,2024-10-21,1,445.925,590.2,144.275,445.925,590.2,+8.71%,+44.04%,405.61,306.11,+32.50%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,144.28,FY 2023-24,FY 2024-25
APLAPOLLO,2023-11-21,2024-05-16,9,15132.15,14716.35,-415.8,1681.35,1635.15,+0.79%,+19.06%,1624.58,1375.34,+18.12%,+5.09%,+3.87%,1539.74,1557.88,-1.16%,Bad call,1767.0,8.06%,Wrong early sell,"1,186.65",-415.80,FY 2023-24,FY 2024-25
APLAPOLLO,2023-11-21,2024-05-16,6,10088.1,9810.9,-277.2,1681.3500000000001,1635.1499999999999,+0.79%,+19.06%,1624.58,1375.34,+18.12%,+5.09%,+3.87%,1539.74,1557.88,-1.16%,Bad call,1767.0,8.06%,Wrong early sell,791.10,-277.20,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-04,2024-05-16,2,3259.6,3270.3,10.7,1629.8,1635.15,-1.09%,+15.18%,1624.69,1395.18,+16.45%,+5.09%,+3.87%,1539.74,1557.88,-1.16%,Good call,1767.0,8.06%,Wrong early sell,263.70,10.70,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-04,2024-05-16,3,4889.4,4905.45,16.05,1629.8,1635.1499999999999,-1.09%,+15.18%,1624.69,1395.18,+16.45%,+5.09%,+3.87%,1539.74,1557.88,-1.16%,Good call,1767.0,8.06%,Wrong early sell,395.55,16.05,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-04,2024-05-22,5,8149.25,8585.5,436.25,1629.85,1717.1,-1.09%,+15.18%,1624.69,1395.18,+16.45%,+9.19%,+8.31%,1549.30,1561.82,-0.80%,Good call,1767.0,2.91%,Wrong early sell,249.50,436.25,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-08,2024-05-22,1,1599.25,1717.1,117.85,1599.25,1717.1,-2.22%,+13.32%,1625.91,1403.05,+15.88%,+9.19%,+8.31%,1549.30,1561.82,-0.80%,Good call,1767.0,2.91%,Wrong early sell,49.90,117.85,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-08,2024-05-22,4,6397.0,6868.2,471.2,1599.25,1717.05,-2.22%,+13.32%,1625.91,1403.05,+15.88%,+9.19%,+8.31%,1549.30,1561.82,-0.80%,Good call,1767.0,2.91%,Wrong early sell,199.80,471.20,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-08,2024-08-19,1,1599.25,1361.75,-237.5,1599.25,1361.75,-2.22%,+13.32%,1625.91,1403.05,+15.88%,-11.01%,-12.30%,1513.81,1535.98,-1.44%,Bad call,1767.0,29.76%,Wrong early sell,405.25,-237.50,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-08,2024-08-19,1,1599.25,1361.75,-237.5,1599.25,1361.75,-2.22%,+13.32%,1625.91,1403.05,+15.88%,-11.01%,-12.30%,1513.81,1535.98,-1.44%,Bad call,1767.0,29.76%,Wrong early sell,405.25,-237.50,FY 2023-24,FY 2024-25
APLAPOLLO,2023-12-08,2024-08-19,2,3198.5,2723.5,-475.0,1599.25,1361.75,-2.22%,+13.32%,1625.91,1403.05,+15.88%,-11.01%,-12.30%,1513.81,1535.98,-1.44%,Bad call,1767.0,29.76%,Wrong early sell,810.50,-475.00,FY 2023-24,FY 2024-25
TATAPOWER,2023-12-08,2024-10-03,30,9880.5,14004.0,4123.5,329.35,466.8,+24.88%,+41.45%,256.39,226.34,+13.28%,+7.73%,+15.51%,435.39,406.07,+7.22%,Good call,400.25,-14.26%,Good call,"-1,996.50","4,123.50",FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-07-08,9,11880.0,12064.05,184.05,1320.0,1340.4499999999998,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+11.54%,+9.68%,1130.85,1150.05,-1.67%,Good call,1177.5,-12.16%,Good call,"-1,466.55",184.05,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-07-08,6,7920.0,8042.7,122.7,1320.0,1340.45,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+11.54%,+9.68%,1130.85,1150.05,-1.67%,Good call,1177.5,-12.16%,Good call,-977.70,122.70,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-07-10,2,2640.0,2615.8,-24.2,1320.0,1307.9,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+11.83%,+10.57%,1139.10,1152.13,-1.13%,Bad call,1177.5,-9.97%,Good call,-260.80,-24.20,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-07-10,6,7920.0,7847.1,-72.9,1320.0,1307.8500000000001,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+11.83%,+10.57%,1139.10,1152.13,-1.13%,Bad call,1177.5,-9.97%,Good call,-782.10,-72.90,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-07-10,6,7920.0,7846.8,-73.2,1320.0,1307.8,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+11.83%,+10.57%,1139.10,1152.13,-1.13%,Bad call,1177.5,-9.96%,Good call,-781.80,-73.20,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-07-10,1,1320.0,1307.65,-12.35,1320.0,1307.65,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+11.83%,+10.57%,1139.10,1152.13,-1.13%,Bad call,1177.5,-9.95%,Good call,-130.15,-12.35,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-08-13,12,15840.0,15273.6,-566.4,1320.0,1272.8,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+0.52%,+6.05%,1238.82,1174.18,+5.50%,Bad call,1177.5,-7.49%,Good call,"-1,143.60",-566.40,FY 2023-24,FY 2024-25
METROBRAND,2023-12-11,2024-08-13,8,10560.0,10182.0,-378.0,1320.0,1272.75,+5.41%,+28.48%,1219.94,1000.91,+21.88%,+0.52%,+6.05%,1238.82,1174.18,+5.50%,Bad call,1177.5,-7.48%,Good call,-762.00,-378.00,FY 2023-24,FY 2024-25
AVL,2023-12-13,2024-05-22,4,14216.0,14088.6,-127.4,3554.0,3522.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,567.9500122070312,-83.87%,Good call,"-11,816.80",-127.40,FY 2023-24,FY 2024-25
AVL,2023-12-13,2024-05-22,3,10662.0,10566.3,-95.7,3554.0,3522.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,567.9500122070312,-83.87%,Good call,"-8,862.45",-95.70,FY 2023-24,FY 2024-25
DHABRIYA,2023-12-13,2024-06-05,14,5373.2,3809.4,-1563.8,383.8,272.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,379.5,39.47%,Wrong early sell,"1,503.60","-1,563.80",FY 2023-24,FY 2024-25
AVL,2023-12-13,2024-06-05,2,7108.0,7082.0,-26.0,3554.0,3541.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,567.9500122070312,-83.96%,Good call,"-5,946.10",-26.00,FY 2023-24,FY 2024-25
AVL,2023-12-13,2024-06-05,1,3554.7,3541.0,-13.7,3554.7,3541.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bad call,567.9500122070312,-83.96%,Good call,"-2,973.05",-13.70,FY 2023-24,FY 2024-25
CDSL,2023-12-13,2024-10-25,3,5831.55,4290.45,-1541.1,1943.8500000000001,1430.1499999999999,+22.41%,+61.94%,784.79,593.21,+32.30%,-2.88%,+26.26%,1449.23,1114.78,+30.00%,Bad call,1636.5,14.43%,Wrong early sell,619.05,"-1,541.10",FY 2023-24,FY 2024-25
ATULAUTO,2023-12-14,2024-08-26,5,3052.25,3236.0,183.75,610.45,647.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,183.75,FY 2023-24,FY 2024-25
ATULAUTO,2023-12-14,2024-08-26,5,3052.5,3236.0,183.5,610.5,647.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Good call,,N/A,No data,N/A,183.50,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-13,1,1324.15,1272.75,-51.4,1324.15,1272.75,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+0.52%,+6.05%,1238.82,1174.18,+5.50%,Bad call,1177.5,-7.48%,Good call,-95.25,-51.40,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.3,2661.0,12.7,1324.15,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.70,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.4,2661.0,12.6,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.60,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.4,2661.0,12.6,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.60,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,1,1324.2,1330.5,6.3,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-153.00,6.30,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.4,2661.0,12.6,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.60,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,1,1324.2,1330.5,6.3,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-153.00,6.30,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.4,2661.0,12.6,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.60,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,1,1324.2,1330.5,6.3,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-153.00,6.30,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.4,2661.0,12.6,1324.2,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.60,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,1,1324.45,1330.5,6.05,1324.45,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-153.00,6.05,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,2,2648.9,2661.0,12.1,1324.45,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-306.00,12.10,FY 2023-24,FY 2024-25
METROBRAND,2023-12-20,2024-08-16,1,1324.45,1330.5,6.05,1324.45,1330.5,-0.10%,+21.94%,1241.74,1017.28,+22.06%,+4.57%,+10.87%,1246.12,1175.35,+6.02%,Good call,1177.5,-11.50%,Good call,-153.00,6.05,FY 2023-24,FY 2024-25
MARUTI,2023-12-21,2024-09-17,2,20076.2,24360.6,4284.4,10038.1,12180.3,-4.42%,+4.15%,10267.14,9421.86,+8.97%,-1.19%,+4.87%,12260.44,11552.20,+6.13%,Good call,16388.0,34.55%,Wrong early sell,"8,415.40","4,284.40",FY 2023-24,FY 2024-25
MARUTI,2023-12-21,2024-09-17,3,30114.3,36540.75,6426.45,10038.1,12180.25,-4.42%,+4.15%,10267.14,9421.86,+8.97%,-1.19%,+4.87%,12260.44,11552.20,+6.13%,Good call,16388.0,34.55%,Wrong early sell,"12,623.25","6,426.45",FY 2023-24,FY 2024-25
TATAMOTORS,2023-12-21,2024-09-24,9,6402.6,8793.45,2390.85,711.4000000000001,977.0500000000001,+4.85%,+22.22%,666.15,571.50,+16.56%,-7.01%,+3.24%,1042.04,938.53,+11.03%,Good call,403.29998779296875,-58.72%,Good call,"-5,163.75","2,390.85",FY 2023-24,FY 2024-25
TATAMOTORS,2023-12-21,2024-09-24,21,14939.4,20518.05,5578.65,711.4,977.05,+4.85%,+22.22%,666.15,571.50,+16.56%,-7.01%,+3.24%,1042.04,938.53,+11.03%,Good call,403.29998779296875,-58.72%,Good call,"-12,048.75","5,578.65",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.0,590.2,145.2,445.0,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.20,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,5,2225.0,2951.0,726.0,445.0,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-162.00,726.00,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.0,590.2,145.2,445.0,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.20,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.075,590.2,145.125,445.075,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.12,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,9,4005.675,5311.8,1306.125,445.07500000000005,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-291.60,"1,306.12",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,16,7121.2,9443.2,2322.0,445.075,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-518.40,"2,322.00",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.075,590.2,145.125,445.075,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.12,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,9,4006.125,5311.8,1305.675,445.125,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-291.60,"1,305.67",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,3,1335.375,1770.6,435.225,445.125,590.1999999999999,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-97.20,435.23,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.15,590.2,145.05,445.15,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.05,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,2,890.3,1180.4,290.1,445.15,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-64.80,290.10,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,51,22706.475,30100.2,7393.725,445.22499999999997,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,"-1,652.40","7,393.73",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.0,590.2,145.2,445.0,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.20,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,5,2225.0,2951.0,726.0,445.0,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-162.00,726.00,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.0,590.2,145.2,445.0,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.20,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.075,590.2,145.125,445.075,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-32.40,145.12,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,9,4005.675,5311.8,1306.125,445.07500000000005,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-291.60,"1,306.12",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,16,7121.2,9443.2,2322.0,445.075,590.2,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.49%,Good call,-518.40,"2,322.00",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.075,590.15,145.075,445.075,590.15,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.48%,Good call,-32.35,145.07,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,9,4006.125,5311.35,1305.225,445.125,590.1500000000001,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.48%,Good call,-291.15,"1,305.22",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,3,1335.375,1770.45,435.075,445.125,590.15,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.48%,Good call,-97.05,435.07,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,1,445.15,590.15,145.0,445.15,590.15,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.48%,Good call,-32.35,145.00,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,2,890.3,1180.3,290.0,445.15,590.15,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.48%,Good call,-64.70,290.00,FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,7,3116.575,4131.05,1014.475,445.22499999999997,590.15,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.48%,Good call,-226.45,"1,014.48",FY 2023-24,FY 2024-25
ELECON,2023-12-21,2024-10-21,44,19589.9,25964.4,6374.5,445.225,590.1,+1.54%,+31.45%,435.79,336.63,+29.46%,-7.16%,+4.30%,637.71,567.69,+12.34%,Good call,557.7999877929688,-5.47%,Good call,"-1,421.20","6,374.50",FY 2023-24,FY 2024-25
M&M,2023-12-21,2024-10-23,10,16316.5,28392.0,12075.5,1631.65,2839.2,+3.36%,+13.98%,1556.81,1411.69,+10.28%,-3.73%,+16.98%,2878.58,2368.93,+21.51%,Good call,3611.60009765625,27.20%,Wrong early sell,"7,724.00","12,075.50",FY 2023-24,FY 2024-25
